level	doni	өгөх	to give	grupo	0    	0000-00-00 00:00:00
level	mi	би, би	I, me	grupo	0    	0000-00-00 00:00:00
level	vi	Та	you	grupo	0    	0000-00-00 00:00:00
level	havi	байх, өмсөх, авч явах, эзэмших	to have, to wear, to carry, to own	grupo	0    	0000-00-00 00:00:00
level	ŝi	тэр	she	grupo	0    	0000-00-00 00:00:00
level	li	тэр	he	grupo	0    	0000-00-00 00:00:00
level	ili	тэд	they	grupo	0    	0000-00-00 00:00:00
level	ĝi	тэр	it	grupo	0    	0000-00-00 00:00:00
level	oni	нэг, хэн нэгэн, хэн нэгэн	one, someone, somebody	grupo	0    	0000-00-00 00:00:00
level	ni	бид, бид	we, us	grupo	0    	0000-00-00 00:00:00
level	si	өөрөө	oneself	grupo	0    	0000-00-00 00:00:00
level	mem	өөрөө	by oneself	grupo	0    	0000-00-00 00:00:00
level	ĝis ~	хүртэл ~ хүртэл, ~ хүртэл	upto ~, until ~	grupo	0    	0000-00-00 00:00:00
level	de ~	-ийн ~	of ~	grupo	0    	0000-00-00 00:00:00
level	da ~	(их) нь ~, (олон) нь ~	(much) of ~, (many) of ~	grupo	0    	0000-00-00 00:00:00
level	-aĵo	<suffix>зүйл, тодорхой илрэл	<suffix> thing, concrete manifestation	grupo	0    	0000-00-00 00:00:00
level	proksima	ойролцоо, ойр, ойрын, ойрын	near, close to, soon, nearby	grupo	0    	0000-00-00 00:00:00
level	-adi	<suffix>давтагдах үйлдэл, удаан үргэлжлэх үйлдэл	<suffix> repetitive action, lasting action	grupo	0    	0000-00-00 00:00:00
level	-as	<suffix>Одоо цаг	<suffix> present tense	grupo	0    	0000-00-00 00:00:00
level	-is	<suffix>өнгөрсөн цаг	<suffix> past tense	grupo	0    	0000-00-00 00:00:00
level	esti	байх	to be	grupo	0    	0000-00-00 00:00:00
level	-os	<suffix>ирээдүйн цаг	<suffix> future tense	grupo	0    	0000-00-00 00:00:00
level	antaŭ ~	<preposition>өмнө ~, урд ~	<preposition> before ~, in front of ~	grupo	0    	0000-00-00 00:00:00
level	fari	хийх, хийх	to make, to do	grupo	0    	0000-00-00 00:00:00
level	ankaŭ ~	<preposition>бас бас	<preposition> also, too	grupo	0    	0000-00-00 00:00:00
level	post ~	дараа ~	after ~	grupo	0    	0000-00-00 00:00:00
level	mal-	<prefix>эсрэг	<prefix> opposite	grupo	0    	0000-00-00 00:00:00
level	-ul-	<suffix>ямар нэгэн шинж чанартай хүн	<suffix> a person of some trait	grupo	0    	0000-00-00 00:00:00
level	-in-	<suffix>эмэгтэй	<suffix> female	grupo	0    	0000-00-00 00:00:00
level	-ant-	<suffix>идэвхтэй одоогийн, is ~ing, хэн нэгэн нь ~ болж байна	<suffix> active present, is ~ing, someone who is ~ing	grupo	0    	0000-00-00 00:00:00
level	-int-	<suffix>идэвхтэй өнгөрсөн, was ~ing	<suffix> active past, was ~ing	grupo	0    	0000-00-00 00:00:00
level	-ont-	<suffix>идэвхтэй ирээдүй, will be ~ing	<suffix> active future, will be ~ing	grupo	0    	0000-00-00 00:00:00
level	kaj (k.)	болон	and	grupo	0    	0000-00-00 00:00:00
level	aŭ	эсвэл	or	grupo	0    	0000-00-00 00:00:00
level	alta	өндөр, өндөр	high, tall	grupo	0    	0000-00-00 00:00:00
level	jes	тиймээ	yes	grupo	0    	0000-00-00 00:00:00
level	ne	үгүй, үгүй	not, no	grupo	0    	0000-00-00 00:00:00
level	tiom	тийм их, ийм хэмжээний, тэр хэмжээгээр	that much, such amount, that amount	grupo	0    	0000-00-00 00:00:00
level	bona	сайн	good	grupo	0    	0000-00-00 00:00:00
level	kiom	хэр хичнээн их	how much, how many	grupo	0    	0000-00-00 00:00:00
level	ofte	байнга, байнга	often, frequently	grupo	0    	0000-00-00 00:00:00
level	iom	бага зэрэг, харин зарим нь, зарим талаараа	a little, rather, some, somewhat	grupo	0    	0000-00-00 00:00:00
level	nova	шинэ, роман	new, novel	grupo	0    	0000-00-00 00:00:00
level	-at-	<suffix>идэвхгүй одоогийн үе	<suffix> passive present participle	grupo	0    	0000-00-00 00:00:00
level	-it-	<suffix>идэвхгүй өнгөрсөн үе	<suffix> passive past participle	grupo	0    	0000-00-00 00:00:00
level	-ot-	<suffix>идэвхгүй ирээдүйн гишүүн	<suffix> passive future participle	grupo	0    	0000-00-00 00:00:00
level	tre	маш, маш, маш их	very, quite, very much	grupo	0    	0000-00-00 00:00:00
level	tro	хэтэрхий, хэтэрхий, хэт их	too, excessively, too much	grupo	0    	0000-00-00 00:00:00
level	tamen	Гэсэн хэдий ч, Гэсэн хэдий ч, гэхдээ, Гэсэн хэдий ч	however, nonetheless, but, nevertheless	grupo	0    	0000-00-00 00:00:00
level	ho!	Өө! Хо!	Oh! Ho!	grupo	0    	0000-00-00 00:00:00
level	ke ~	тэр ~	that ~	grupo	0    	0000-00-00 00:00:00
level	ĉar ~	Учир нь ~	because ~	grupo	0    	0000-00-00 00:00:00
level	ĉu	эсэх ~	whether ~	grupo	0    	0000-00-00 00:00:00
level	-ej-	<suffix>газар	<suffix> place	grupo	0    	0000-00-00 00:00:00
level	-ec-	<suffix>чанарын хийсвэр нэр	<suffix> abstract name of quality	grupo	0    	0000-00-00 00:00:00
level	ambaŭ ~	хоёулаа ~	both ~	grupo	0    	0000-00-00 00:00:00
level	tuj	тэр даруй, тэр даруй, тэр даруй	immediately, instantly, right away	grupo	0    	0000-00-00 00:00:00
level	kvazaŭ ~	~ шиг	as if ~	grupo	0    	0000-00-00 00:00:00
level	kiam	хэзээ	when	grupo	0    	0000-00-00 00:00:00
level	silenti	чимээгүй байх, чимээгүй байх	to be silent, to be quiet	grupo	0    	0000-00-00 00:00:00
level	neniam	хэзээ ч, хэзээ ч, хэзээ ч	never, at no time, not ever	grupo	0    	0000-00-00 00:00:00
level	tial	тиймээс, тийм	therefore, so	grupo	0    	0000-00-00 00:00:00
level	kial	яагаад, юуны төлөө	why, what for	grupo	0    	0000-00-00 00:00:00
level	kvankam	хэдий ч ~, байхад, гэхдээ	although ~, while, though	grupo	0    	0000-00-00 00:00:00
level	ĉe ~	<preposition>~ дээр	<preposition> at ~	grupo	0    	0000-00-00 00:00:00
level	pli	илүү	more	grupo	0    	0000-00-00 00:00:00
level	plej	ихэнх нь	most	grupo	0    	0000-00-00 00:00:00
level	diri	хэлэх, хэлэх	to say, to tell	grupo	0    	0000-00-00 00:00:00
level	ol ~	~аас илүү	than ~	grupo	0    	0000-00-00 00:00:00
level	paroli	ярих, ярих	to speak, to talk	grupo	0    	0000-00-00 00:00:00
level	kia	ямар төрлийн, ямар төрлийн	what kind of, what sort of	grupo	0    	0000-00-00 00:00:00
level	tia	ийм, тийм, ийм, тийм	such, that kind of, such a	grupo	0    	0000-00-00 00:00:00
level	apenaŭ	арай ядан, бараг, бараг л	barely, hardly, scarecely	grupo	0    	0000-00-00 00:00:00
level	sendi	илгээх	to send	grupo	0    	0000-00-00 00:00:00
level	ĵus	дөнгөж сая (хоромын өмнө), яг одоо	just (a moment ago), just now	grupo	0    	0000-00-00 00:00:00
level	-u	<suffix>зайлшгүй	<suffix> imperative	grupo	0    	0000-00-00 00:00:00
level	ekster ~	гадна ~	outside ~	grupo	0    	0000-00-00 00:00:00
level	ge-	<prefix>аль аль нь хүйс, аль аль нь	<prefix> both sex, both gender	grupo	0    	0000-00-00 00:00:00
level	-us	<suffix>байх, байх, туслах	<suffix> would, should, subjunctive	grupo	0    	0000-00-00 00:00:00
level	baldaŭ	удахгүй	soon	grupo	0    	0000-00-00 00:00:00
level	almenaŭ	наад зах нь, өөр зүйл байхгүй бол	at least, if nothing else	grupo	0    	0000-00-00 00:00:00
level	dis-	dis-	dis-	grupo	0    	0000-00-00 00:00:00
level	-uj-	<suffix>сав; улс	<suffix> container; country	grupo	0    	0000-00-00 00:00:00
level	lerni	сурах	to learn	grupo	0    	0000-00-00 00:00:00
level	ek-	<prefix>эхлэл; гэнэтийн эхлэл	<prefix> beginning; sudden start	grupo	0    	0000-00-00 00:00:00
level	se	хэрэв тийм бол	if, provided that	grupo	0    	0000-00-00 00:00:00
level	eĉ	бүр	even	grupo	0    	0000-00-00 00:00:00
level	amo	хайр	a love	grupo	0    	0000-00-00 00:00:00
level	jam	аль хэдийн, маш удахгүй, одоохондоо	already, so soon, as of now	grupo	0    	0000-00-00 00:00:00
level	jen	Энд! Хараач! Хараач	Here! Lo! Behold	grupo	0    	0000-00-00 00:00:00
level	fini	дуусгах, дуусгах, дуусгах	to end, to finish, to terminate	grupo	0    	0000-00-00 00:00:00
level	do	тиймээс, тэгвэл, тиймээс	so, then, therefore	grupo	0    	0000-00-00 00:00:00
level	ajn	~ хэзээ ч, (ямар ч) хэзээ ч, огтхон ч, - хэзээ ч	~ever, (what)ever, at all, -soever	grupo	0    	0000-00-00 00:00:00
level	facila	хялбар, хялбар	easy, facile	grupo	0    	0000-00-00 00:00:00
level	re-	<prefix>дахин	<prefix> re-	grupo	0    	0000-00-00 00:00:00
level	granda	том, агуу, том	big, great, large	grupo	0    	0000-00-00 00:00:00
level	-ist-	<suffix>мэргэжлийн	<suffix> professional	grupo	0    	0000-00-00 00:00:00
level	pro ~	<preposition>учир нь ~, учир нь ~	<preposition> because of ~, due to ~	grupo	0    	0000-00-00 00:00:00
level	-estr-	<suffix>удирдагч, дарга, дарга, дарга	<suffix> leader, boss, head, chief	grupo	0    	0000-00-00 00:00:00
level	kio	юу	what	grupo	0    	0000-00-00 00:00:00
level	manĝi	идэх	to eat	grupo	0    	0000-00-00 00:00:00
level	nenio	юу ч биш, юу ч биш, юу ч биш	nothing, none, not any thing	grupo	0    	0000-00-00 00:00:00
level	juna	залуу	young	grupo	0    	0000-00-00 00:00:00
level	ĉio	бүх зүйл	everything	grupo	0    	0000-00-00 00:00:00
level	riĉa	баян, чинээлэг, чинээлэг	rich, wealthy, well-off	grupo	0    	0000-00-00 00:00:00
level	tio	тэр зүйл, тэр	that thing, that	grupo	0    	0000-00-00 00:00:00
level	konstrui	барих, барих	to build, to construct	grupo	0    	0000-00-00 00:00:00
level	ĉef-	<prefix>дарга, тэргүүлэх, гол	<prefix> chief, leading, main	grupo	0    	0000-00-00 00:00:00
level	sen ~	<preposition>~гүйгээр	<preposition> without ~	grupo	0    	0000-00-00 00:00:00
level	kun ~	<preposition>~-тай (хамтдаа)	<preposition> with ~ (together)	grupo	0    	0000-00-00 00:00:00
level	krom ~	<preposition>~-аас бусад, ~-аас гадна	<preposition> except ~, besides ~	grupo	0    	0000-00-00 00:00:00
level	amiko	найз	a friend	grupo	0    	0000-00-00 00:00:00
level	kies	хэнийх, аль нь, аль нь	whose, which one's, of which	grupo	0    	0000-00-00 00:00:00
level	per ~	<preposition>~-аар (арга), ~-аар (хэрэгсэл)	<preposition> by ~ (a method), with ~ (a tool)	grupo	0    	0000-00-00 00:00:00
level	kontraŭ ~	эсрэг ~	against ~	grupo	0    	0000-00-00 00:00:00
level	el ~	~-аас, ~-аас	out of ~, from ~	grupo	0    	0000-00-00 00:00:00
level	hodiaŭ	өнөөдөр	today	grupo	0    	0000-00-00 00:00:00
level	hieraŭ	өчигдөр	yesterday	grupo	0    	0000-00-00 00:00:00
level	nur	зөвхөн, зөвхөн, зөвхөн	only, just, exclusively	grupo	0    	0000-00-00 00:00:00
level	helpi	туслах, туслах, туслах	to help, to aid, to assist	grupo	0    	0000-00-00 00:00:00
level	for	<adverb>хол, хол	<adverb> far, away	grupo	0    	0000-00-00 00:00:00
level	nek	аль нь ч биш	nor, neither	grupo	0    	0000-00-00 00:00:00
level	malamo	үзэн ядалт	a hate	grupo	0    	0000-00-00 00:00:00
level	preskaŭ	бараг, бараг	almost, nearly	grupo	0    	0000-00-00 00:00:00
level	tra ~	~ дамжуулан	through ~	grupo	0    	0000-00-00 00:00:00
level	super	дээгүүр, дээгүүр	over, above	grupo	0    	0000-00-00 00:00:00
level	trans ~	гаруй ~, хөндлөн ~	over ~, accross ~	grupo	0    	0000-00-00 00:00:00
level	nu	за, тэгвэл, одоо	well, well then, now	grupo	0    	0000-00-00 00:00:00
level	pri ~	~ тухай	about ~	grupo	0    	0000-00-00 00:00:00
level	por ~	~-ийн төлөө, ~-ын төлөө	for ~, in order for ~	grupo	0    	0000-00-00 00:00:00
level	morgaŭ	маргааш	tomorrow	grupo	0    	0000-00-00 00:00:00
level	nun	одоо, одоо	now, at present	grupo	0    	0000-00-00 00:00:00
