level	doni	dar	to give	grupo	0    	0000-00-00 00:00:00
level	mi	eu, eu	I, me	grupo	0    	0000-00-00 00:00:00
level	vi	você	you	grupo	0    	0000-00-00 00:00:00
level	havi	ter, usar, carregar, possuir	to have, to wear, to carry, to own	grupo	0    	0000-00-00 00:00:00
level	ŝi	ela	she	grupo	0    	0000-00-00 00:00:00
level	li	ele	he	grupo	0    	0000-00-00 00:00:00
level	ili	eles	they	grupo	0    	0000-00-00 00:00:00
level	ĝi	isto	it	grupo	0    	0000-00-00 00:00:00
level	oni	um, alguém, alguém	one, someone, somebody	grupo	0    	0000-00-00 00:00:00
level	ni	nós, nós	we, us	grupo	0    	0000-00-00 00:00:00
level	si	si mesmo	oneself	grupo	0    	0000-00-00 00:00:00
level	mem	por ele mesmo	by oneself	grupo	0    	0000-00-00 00:00:00
level	ĝis ~	até ~, até ~	upto ~, until ~	grupo	0    	0000-00-00 00:00:00
level	de ~	de ~	of ~	grupo	0    	0000-00-00 00:00:00
level	da ~	(muito) de ~, (muitos) de ~	(much) of ~, (many) of ~	grupo	0    	0000-00-00 00:00:00
level	-aĵo	(sufixo) coisa, manifestação concreta	(suffix)  thing, concrete manifestation	grupo	0    	0000-00-00 00:00:00
level	proksima	perto, perto de, em breve, próximo	near, close to, soon, nearby	grupo	0    	0000-00-00 00:00:00
level	-adi	(sufixo) ação repetitiva, ação duradoura	(suffix)  repetitive action, lasting action	grupo	0    	0000-00-00 00:00:00
level	-as	(sufixo) presente	(suffix)  present tense	grupo	0    	0000-00-00 00:00:00
level	-is	(sufixo) pretérito	(suffix)  past tense	grupo	0    	0000-00-00 00:00:00
level	esti	ser	to be	grupo	0    	0000-00-00 00:00:00
level	-os	(sufixo) tempo futuro	(suffix)  future tense	grupo	0    	0000-00-00 00:00:00
level	antaŭ ~	(preposição) antes de ~, na frente de ~	(preposition)  before ~, in front of ~	grupo	0    	0000-00-00 00:00:00
level	fari	fazer, fazer	to make, to do	grupo	0    	0000-00-00 00:00:00
level	ankaŭ ~	(preposição) também, também	(preposition)  also, too	grupo	0    	0000-00-00 00:00:00
level	post ~	depois ~	after ~	grupo	0    	0000-00-00 00:00:00
level	mal-	(prefixo) oposto	(prefix)  opposite	grupo	0    	0000-00-00 00:00:00
level	-ul-	(sufixo) uma pessoa com alguma característica	(suffix)  a person of some trait	grupo	0    	0000-00-00 00:00:00
level	-in-	(sufixo) feminino	(suffix)  female	grupo	0    	0000-00-00 00:00:00
level	-ant-	(sufixo) presente ativo, está ~ing, alguém que está ~ing	(suffix)  active present, is ~ing, someone who is ~ing	grupo	0    	0000-00-00 00:00:00
level	-int-	(sufixo) passado ativo, estava ~ing	(suffix)  active past, was ~ing	grupo	0    	0000-00-00 00:00:00
level	-ont-	(sufixo) futuro ativo, estará ~ing	(suffix)  active future, will be ~ing	grupo	0    	0000-00-00 00:00:00
level	kaj (k.)	e	and	grupo	0    	0000-00-00 00:00:00
level	aŭ	ou	or	grupo	0    	0000-00-00 00:00:00
level	alta	alto, alto	high, tall	grupo	0    	0000-00-00 00:00:00
level	jes	sim	yes	grupo	0    	0000-00-00 00:00:00
level	ne	não não	not, no	grupo	0    	0000-00-00 00:00:00
level	tiom	tanto, tal quantia, aquela quantia	that much, such amount, that amount	grupo	0    	0000-00-00 00:00:00
level	bona	bom	good	grupo	0    	0000-00-00 00:00:00
level	kiom	quanto quanto	how much, how many	grupo	0    	0000-00-00 00:00:00
level	ofte	muitas vezes, frequentemente	often, frequently	grupo	0    	0000-00-00 00:00:00
level	iom	um pouco, antes, alguns, um pouco	a little, rather, some, somewhat	grupo	0    	0000-00-00 00:00:00
level	nova	novo, romance	new, novel	grupo	0    	0000-00-00 00:00:00
level	-at-	(sufixo) particípio presente passivo	(suffix)  passive present participle	grupo	0    	0000-00-00 00:00:00
level	-it-	(sufixo) particípio passado passivo	(suffix)  passive past participle	grupo	0    	0000-00-00 00:00:00
level	-ot-	(sufixo) particípio futuro passivo	(suffix)  passive future participle	grupo	0    	0000-00-00 00:00:00
level	tre	muito, bastante, muito	very, quite, very much	grupo	0    	0000-00-00 00:00:00
level	tro	também, excessivamente, demais	too, excessively, too much	grupo	0    	0000-00-00 00:00:00
level	tamen	no entanto, contudo, mas, no entanto	however, nonetheless, but, nevertheless	grupo	0    	0000-00-00 00:00:00
level	ho!	Oh! Ho!	Oh! Ho!	grupo	0    	0000-00-00 00:00:00
