level	doni	دینا	to give	grupo	0    	0000-00-00 00:00:00
level	mi	میں، میں	I, me	grupo	0    	0000-00-00 00:00:00
level	vi	تم	you	grupo	0    	0000-00-00 00:00:00
level	havi	رکھنا، پہننا، لے جانا، مالک ہونا	to have, to wear, to carry, to own	grupo	0    	0000-00-00 00:00:00
level	ŝi	وہ	she	grupo	0    	0000-00-00 00:00:00
level	li	وہ	he	grupo	0    	0000-00-00 00:00:00
level	ili	وہ	they	grupo	0    	0000-00-00 00:00:00
level	ĝi	یہ	it	grupo	0    	0000-00-00 00:00:00
level	oni	ایک، کوئی، کوئی	one, someone, somebody	grupo	0    	0000-00-00 00:00:00
level	ni	ہم، ہم	we, us	grupo	0    	0000-00-00 00:00:00
level	si	اپنے آپ کو	oneself	grupo	0    	0000-00-00 00:00:00
level	mem	خود سے	by oneself	grupo	0    	0000-00-00 00:00:00
level	ĝis ~	~ تک، ~ تک	upto ~, until ~	grupo	0    	0000-00-00 00:00:00
level	de ~	کا ~	of ~	grupo	0    	0000-00-00 00:00:00
level	da ~	(بہت) کا ~، (بہت) کا ~	(much) of ~, (many) of ~	grupo	0    	0000-00-00 00:00:00
level	-aĵo	<suffix>چیز، ٹھوس مظہر	<suffix> thing, concrete manifestation	grupo	0    	0000-00-00 00:00:00
level	proksima	قریب، قریب، جلد، قریب	near, close to, soon, nearby	grupo	0    	0000-00-00 00:00:00
level	-adi	<suffix>بار بار کارروائی، دیرپا کارروائی	<suffix> repetitive action, lasting action	grupo	0    	0000-00-00 00:00:00
level	-as	<suffix>زمانہ حال	<suffix> present tense	grupo	0    	0000-00-00 00:00:00
level	-is	<suffix>فعل ماضی	<suffix> past tense	grupo	0    	0000-00-00 00:00:00
level	esti	بننا	to be	grupo	0    	0000-00-00 00:00:00
level	-os	<suffix>فعل مستقبل	<suffix> future tense	grupo	0    	0000-00-00 00:00:00
level	antaŭ ~	<preposition>~ سے پہلے، ~ کے سامنے	<preposition> before ~, in front of ~	grupo	0    	0000-00-00 00:00:00
level	fari	بنانا، کرنا	to make, to do	grupo	0    	0000-00-00 00:00:00
level	ankaŭ ~	<preposition>بھی، بھی	<preposition> also, too	grupo	0    	0000-00-00 00:00:00
level	post ~	کے بعد ~	after ~	grupo	0    	0000-00-00 00:00:00
level	mal-	<prefix>برعکس	<prefix> opposite	grupo	0    	0000-00-00 00:00:00
level	-ul-	<suffix>کسی خاصیت کا آدمی	<suffix> a person of some trait	grupo	0    	0000-00-00 00:00:00
level	-in-	<suffix>عورت	<suffix> female	grupo	0    	0000-00-00 00:00:00
level	-ant-	<suffix>فعال موجود، ~ing ہے، کوئی ہے جو ~ing کر رہا ہے۔	<suffix> active present, is ~ing, someone who is ~ing	grupo	0    	0000-00-00 00:00:00
level	-int-	<suffix>فعال ماضی، ~ing تھا	<suffix> active past, was ~ing	grupo	0    	0000-00-00 00:00:00
level	-ont-	<suffix>فعال مستقبل، ~ing ہو جائے گا	<suffix> active future, will be ~ing	grupo	0    	0000-00-00 00:00:00
level	kaj (k.)	اور	and	grupo	0    	0000-00-00 00:00:00
level	aŭ	یا	or	grupo	0    	0000-00-00 00:00:00
